#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   0.69579    -18.411993    -18.411993
   0.63340    -18.420815    -18.420814
   0.57102    -18.420998    -18.420997
   0.50864    -18.412315    -18.412315
   0.44626    -18.431069    -18.431069
   0.44626    -18.420798    -18.420798
   0.38251    -18.420796    -18.420796
   0.31876    -18.420789    -18.420789
   0.25500    -18.420781    -18.420780
   0.19125    -18.420763    -18.420763
   0.12750    -18.420757    -18.420757
   0.06375    -18.420756    -18.420756
   0.00000    -18.420756    -18.420756
 
# Band-Index   11
   0.00000    -18.386722    -18.386721
   0.06375    -18.386717    -18.386716
   0.12750    -18.386707    -18.386706
   0.19125    -18.386693    -18.386693
   0.25500    -18.386689    -18.386688
   0.31876    -18.386672    -18.386672
   0.38251    -18.386663    -18.386663
   0.44626    -18.386658    -18.386657
   0.44626    -18.384625    -18.384625
   0.50864    -18.403742    -18.403741
   0.57102    -18.396055    -18.396055
   0.63340    -18.385208    -18.385208
   0.69579    -18.381356    -18.381355
   0.75817    -18.385435    -18.385434
   0.82055    -18.386722    -18.386721
   0.82055    -18.386722    -18.386721
   0.88339    -18.386238    -18.386238
   0.94622    -18.384151    -18.384151
   1.00906    -18.384564    -18.384563
   1.07190    -18.385661    -18.385660
   1.13474    -18.385185    -18.385184
   1.19757    -18.384970    -18.384970
   1.26041    -18.385023    -18.385022
   1.26041    -18.404368    -18.404368
   1.31647    -18.403923    -18.403922
   1.37253    -18.402857    -18.402857
   1.42858    -18.401665    -18.401665
   1.48464    -18.400963    -18.400963
   1.54070    -18.395822    -18.395822
   1.59676    -18.388809    -18.388808
   1.65282    -18.384632    -18.384632
   1.70888    -18.382191    -18.382190
   1.76493    -18.381102    -18.381101
   1.82099    -18.381432    -18.381432
   1.87705    -18.384613    -18.384612
   1.93311    -18.386476    -18.386475
   1.98917    -18.386722    -18.386721
   1.98917    -18.386722    -18.386721
   2.04692    -18.386164    -18.386164
   2.10468    -18.382429    -18.382428
   2.16243    -18.381133    -18.381132
   2.22019    -18.382694    -18.382693
   2.27794    -18.386602    -18.386601
   2.33570    -18.394330    -18.394329
   2.39346    -18.400567    -18.400567
