#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  71  96
# Band-Index    1
   0.78691    -18.398704    -18.398705
   0.78691    -18.398704    -18.398705
   0.84942    -18.398702    -18.398703
   0.91193    -18.398691    -18.398692
   0.97444    -18.398667    -18.398668
   1.03696    -18.398651    -18.398652
   1.09947    -18.398616    -18.398617
   1.16198    -18.398595    -18.398595
   1.22449    -18.398590    -18.398590
   1.22449    -18.419174    -18.419175
   1.27892    -18.418562    -18.418563
   1.33334    -18.417205    -18.417206
   1.38777    -18.415081    -18.415082
   1.44220    -18.412174    -18.412175
   1.49663    -18.409186    -18.409187
   1.55105    -18.406687    -18.406687
   1.60548    -18.404739    -18.404740
   1.65991    -18.403294    -18.403295
   1.71433    -18.402264    -18.402265
   1.76876    -18.401518    -18.401519
   1.82319    -18.400838    -18.400838
   1.87761    -18.399878    -18.399879
   1.93204    -18.398704    -18.398705
   1.93204    -18.398704    -18.398705
   1.98722    -18.398856    -18.398857
   2.04239    -18.399413    -18.399414
   2.09756    -18.400515    -18.400516
