#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  94  64
# Band-Index    1
   0.57595    -45.643830    -45.643831
   0.51836    -45.643797    -45.643800
   0.46076    -45.643771    -45.643771
   0.40317    -45.643732    -45.643735
   0.34557    -45.643693    -45.643695
   0.28798    -45.643667    -45.643670
   0.23038    -45.643625    -45.643626
   0.17279    -45.643591    -45.643594
   0.11519    -45.643577    -45.643580
   0.05760    -45.643558    -45.643560
   0.00000    -45.643536    -45.643538
 
# Band-Index    7
   0.00000    -27.020048    -27.020048
   0.05760    -27.020034    -27.020035
   0.11519    -27.019994    -27.019996
   0.17279    -27.019931    -27.019932
   0.23038    -27.019849    -27.019851
   0.28798    -27.019755    -27.019758
   0.34557    -27.019658    -27.019659
   0.40317    -27.019561    -27.019562
   0.46076    -27.019474    -27.019475
   0.51836    -27.019402    -27.019402
   0.57595    -27.019347    -27.019348
   0.63355    -27.019313    -27.019315
   0.69114    -27.019302    -27.019303
   0.69114    -27.020038    -27.020038
   0.74878    -27.020038    -27.020039
   0.80641    -27.020041    -27.020043
   0.86405    -27.020045    -27.020046
   0.92169    -27.020048    -27.020048
   0.92169    -27.020048    -27.020048
   0.97915    -27.020060    -27.020062
   1.03662    -27.020101    -27.020104
   1.09408    -27.020163    -27.020166
   1.15155    -27.020245    -27.020246
   1.20901    -27.020343    -27.020345
   1.26648    -27.020442    -27.020444
   1.32394    -27.020535    -27.020536
   1.38141    -27.020619    -27.020622
   1.43887    -27.020688    -27.020689
   1.49634    -27.020732    -27.020733
   1.55381    -27.020747    -27.020748
   1.55381    -27.020561    -27.020563
   1.60672    -27.020550    -27.020553
   1.65963    -27.020522    -27.020525
   1.71254    -27.020478    -27.020480
   1.76545    -27.020422    -27.020425
   1.81836    -27.020359    -27.020361
   1.87128    -27.020294    -27.020294
   1.92419    -27.020228    -27.020231
   1.97710    -27.020170    -27.020173
   2.03001    -27.020121    -27.020124
   2.08292    -27.020083    -27.020086
   2.13583    -27.020058    -27.020059
   2.18875    -27.020042    -27.020045
   2.24166    -27.020035    -27.020038
   2.29457    -27.020035    -27.020036
   2.34748    -27.020038    -27.020039
   2.40039    -27.020042    -27.020043
   2.45330    -27.020045    -27.020048
   2.50622    -27.020048    -27.020048
   2.50622    -27.020048    -27.020048
   2.56085    -27.020059    -27.020060
   2.61548    -27.020091    -27.020093
   2.67011    -27.020145    -27.020146
   2.72474    -27.020214    -27.020215
   2.77937    -27.020294    -27.020295
   2.83400    -27.020380    -27.020381
   2.88863    -27.020470    -27.020470
   2.94326    -27.020553    -27.020553
   2.99790    -27.020625    -27.020626
   3.05253    -27.020682    -27.020684
   3.10716    -27.020720    -27.020722
   3.16179    -27.020733    -27.020736
   3.16179    -27.020578    -27.020581
   3.21686    -27.020567    -27.020568
   3.27192    -27.020535    -27.020536
   3.32699    -27.020484    -27.020487
   3.38206    -27.020422    -27.020425
   3.43712    -27.020352    -27.020354
   3.49219    -27.020280    -27.020281
   3.54726    -27.020212    -27.020214
   3.60232    -27.020157    -27.020159
   3.65739    -27.020110    -27.020112
   3.71246    -27.020073    -27.020074
   3.76752    -27.020052    -27.020053
   3.82259    -27.020041    -27.020041
   3.87766    -27.020038    -27.020038
   3.93273    -27.020039    -27.020041
   3.98779    -27.020042    -27.020043
   4.04286    -27.020045    -27.020046
   4.09793    -27.020048    -27.020048
   4.09793    -27.020048    -27.020048
   4.15394    -27.020035    -27.020038
   4.20996    -27.020001    -27.020003
   4.26598    -27.019945    -27.019946
   4.32199    -27.019873    -27.019875
   4.37801    -27.019789    -27.019790
   4.43402    -27.019697    -27.019699
   4.49004    -27.019604    -27.019606
   4.54606    -27.019517    -27.019519
   4.60207    -27.019438    -27.019440
   4.65809    -27.019374    -27.019375
   4.71411    -27.019326    -27.019327
   4.77012    -27.019296    -27.019298
   4.82614    -27.019288    -27.019289
 
# Band-Index    8
   4.82614    -27.011460    -27.011461
   4.77012    -27.011461    -27.011463
   4.71411    -27.011467    -27.011467
   4.65809    -27.011472    -27.011474
   4.60207    -27.011480    -27.011481
   4.54606    -27.011484    -27.011485
   4.49004    -27.011487    -27.011488
   4.43402    -27.011488    -27.011488
   4.37801    -27.011488    -27.011488
   4.32199    -27.011485    -27.011487
   4.26598    -27.011484    -27.011484
   4.20996    -27.011482    -27.011484
   4.15394    -27.011482    -27.011484
   4.09793    -27.011481    -27.011482
   4.09793    -27.011481    -27.011482
   4.04286    -27.011491    -27.011491
   3.98779    -27.011516    -27.011518
   3.93273    -27.011561    -27.011563
   3.87766    -27.011622    -27.011623
   3.82259    -27.011698    -27.011699
   3.76752    -27.011789    -27.011791
   3.71246    -27.011892    -27.011893
   3.65739    -27.012009    -27.012009
   3.60232    -27.012128    -27.012130
   3.54726    -27.012249    -27.012249
   3.49219    -27.012376    -27.012376
   3.43712    -27.012500    -27.012500
   3.38206    -27.012615    -27.012617
   3.32699    -27.012716    -27.012718
   3.27192    -27.012797    -27.012797
   3.21686    -27.012849    -27.012849
   3.16179    -27.012867    -27.012867
   3.16179    -27.012382    -27.012383
   3.10716    -27.012369    -27.012369
   3.05253    -27.012329    -27.012331
   2.99790    -27.012269    -27.012269
   2.94326    -27.012185    -27.012186
   2.88863    -27.012082    -27.012083
   2.83400    -27.011966    -27.011968
   2.77937    -27.011847    -27.011847
   2.72474    -27.011731    -27.011733
   2.67011    -27.011630    -27.011632
   2.61548    -27.011550    -27.011551
   2.56085    -27.011499    -27.011501
   2.50622    -27.011481    -27.011482
   2.50622    -27.011481    -27.011482
   2.45330    -27.011489    -27.011491
   2.40039    -27.011512    -27.011513
   2.34748    -27.011551    -27.011553
   2.29457    -27.011605    -27.011605
   2.24166    -27.011672    -27.011674
   2.18875    -27.011754    -27.011754
   2.13583    -27.011845    -27.011847
   2.08292    -27.011947    -27.011948
   2.03001    -27.012056    -27.012058
   1.97710    -27.012170    -27.012172
   1.92419    -27.012289    -27.012289
   1.87128    -27.012405    -27.012407
   1.81836    -27.012518    -27.012519
   1.76545    -27.012624    -27.012625
   1.71254    -27.012715    -27.012715
   1.65963    -27.012787    -27.012787
   1.60672    -27.012832    -27.012833
   1.55381    -27.012849    -27.012849
